Enrique-Cervantes-Aguirre	William-J.-Perry	el,de,secretario
Enrique-Cervantes-Aguirre	Defensa	el,de,secretario
Alcohol-Tabaco	Explosivos	de,oficina
Alcohol-Tabaco	ATP	de,oficina
Printed-Mexico	México	impresar,en
Frankestein	Calderón	echar,día,ese,andar
Subcomité	Estados-Unidos	el,del,presidente
Subcomité	Asuntos-Hemisferio-Occidental-Eliot-Engel	el,del,presidente
Óscar-Naranjo	Policía-Nacional	el,2008,de,final
Cono-Sur	Random-House-Mondadori	tener,también
Archivos	Diego-Tribune	8,del,san
Archivos	Carter	el,de,7,dea
Querétaro-Pascual	Juárez	1,de,kilómetros,800
Saudi-Arabian-Ambassador	News	dea,2
Saudi-Arabian-Ambassador	Guilty-Plea	dea,2
Representantes-Tom-Tancredo	Cámara	el,de,en
Joe-Palacios	Harrod	cuerpo,el,de,identificar
Julián-Ventura	Patricia-Espinosa	hilera,atrás,un,canciller,el
Crisanto-A.-Pérez	Conversación	el,agente,2
Jornada	Cristóbal-García	y,3
Jornada	Javier-Cárdenas	y,3
Jornada	The-New-York-Times	y,el,de
León	Natividad-González-Parás	nuevo,de,visitar
León	Guerrero	nuevo,de,visitar
León	Tamaulipas	nuevo,y,vital,como
León	Zeferino-Torreblanca	nuevo,de,visitar
León	Laredo	nuevo,visitar
Foreign-Relations	Conferencia	de,23
Foreign-Relations	Felipe-Calderón-Council	de,23
Toluca	René-Hilario	federal,el,juez
Diane-Sawyer	Whitney-Houston	1,de,entrevistar
Iniciativa-Mérida	Implementación	el,de,oficina
Iniciativa-Mérida	Bilateral	el,de,oficina
Iniciativa-Mérida	—En-México	duro,har,surgir,crítica
Iniciativa-Mérida	Al	el,etapa,de,cuando,menos,principio,todo,primero
Iniciativa-Mérida	México	partir,el,de,firma
Iniciativa-Mérida	Colombia	el,mientras,ser,plan
Iniciativa-Mérida	Sarukhan	el,ser
Rojas	Antonio-Vivanco	esposa,de,haber,ser
Mercadotecnia	Jim-Farley	vicepresidente,de
Mercadotecnia	Ford-Company	vicepresidente,de
